local_name_unique,macro_area_tourist_presences_2024_m_istat,avg_spend_eur_synth,seats_synth,employees_synth,revenue_eur_synth,profit_margin_derived_synth,digital_presence_score_synth,restaurants_1km_synth,reputation_score_synth,macro_area_Nord,macro_area_Sud_Isole,restaurant_type_bar,restaurant_type_bistrot,restaurant_type_braceria,restaurant_type_cafe,restaurant_type_caffetteria,restaurant_type_gastronomia,restaurant_type_gelateria,restaurant_type_griglieria,restaurant_type_osteria,restaurant_type_panetteria,restaurant_type_panineria,restaurant_type_pasticceria,restaurant_type_pizzeria,restaurant_type_pub,restaurant_type_restaurant,restaurant_type_steakhouse,restaurant_type_street food,restaurant_type_trattoria,restaurant_type_wine bar,restaurant_type_wine_bar,y_manager,y_pay,y_giftcard,y_pro
IYO Restaurant - Milan,1.0,0.6136758522244001,0.6635514018691588,0.3636363636363636,0.4406298512383174,0.1216618733177475,0.501417343019901,0.45833333333333337,0.935940283142086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0
Kohaku - Rome,0.14479105356091826,0.7173577488656987,0.6635514018691588,0.5454545454545454,0.5388141642207803,0.8733683049672682,0.435238168059497,0.6666666666666666,0.5085530359181607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1
Moi Omakase - Prato,0.14479105356091826,0.46338314346371406,0.514018691588785,0.3636363636363636,0.35013926815765173,0.12731601422934455,0.40249365212539645,0.33333333333333337,0.4360943203852961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
Nomisan - Rome,0.14479105356091826,0.9886157400120378,0.5981308411214953,0.27272727272727276,0.6878638712049326,0.14899575708697968,0.5093447432128475,0.41666666666666663,0.48962749102595754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
Vero - Omakase Rooftop - Nola,0.0,0.6042366270660049,0.5327102803738317,0.3636363636363636,0.39556111403988586,0.9474196578439043,0.5606031802762451,0.16666666666666666,0.48384044545162247,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
Ahimè - Bologna,1.0,0.2632168411009429,0.33644859813084105,0.5454545454545454,0.20561039597941677,0.8004857735510718,0.9641626770076829,0.5,0.4600115408424716,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1
Al Callianino - Montecchia di Crosara,1.0,0.2790562978448021,0.36448598130841114,0.3636363636363636,0.25929644146755954,0.44823028096667683,0.5324757472730631,0.375,0.08157589815142136,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
Baccano - Rome,0.14479105356091826,0.39770215423657845,0.36448598130841114,0.45454545454545453,0.39457234350815745,0.37720801541869964,0.8932758035351039,0.7083333333333334,0.3426806838126651,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1
Caffè dell'Oro - Florence,0.14479105356091826,0.329104411923764,0.07476635514018692,0.18181818181818182,0.06060023177451218,0.23393985877225296,0.8917183092293705,0.45833333333333337,0.21989579991157376,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1
Franceschetta58 - Modena,1.0,0.2459329891748534,0.39252336448598124,0.45454545454545453,0.18622591068181937,0.9619638711185965,0.3937482529600288,0.45833333333333337,0.5926148557715587,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1
Lanzani Bottega & Bistrot - Brescia,1.0,0.2860345218542247,0.3177570093457943,0.3636363636363636,0.202329849056273,0.6077319862406637,0.2343221802183576,0.625,0.5719640196568403,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Nidaba - Montebelluna,1.0,0.29816155618455975,0.22429906542056074,0.27272727272727276,0.09960126469986523,0.1961404713145026,0.35246485692637897,0.375,0.5602188470252882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
Osteria Origano - Palmariggi,0.0,0.7683809540472801,0.5233644859813084,0.3636363636363636,0.4636614770869592,0.4093947114763372,0.524102684219207,0.375,0.3239045857524558,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1
Osteria SanBiagio - Fabriano,0.14479105356091826,0.6198831190764604,0.8037383177570092,0.7272727272727273,0.5417837506245232,0.8824157413478688,0.4392090620087955,0.20833333333333334,0.7556081960254435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1
Acqua e Sale - Scafati,0.0,0.45484298407525975,1.0,0.6363636363636365,0.5273296051227515,0.7123131598649473,0.4749493002300579,0.24999999999999997,0.7083028550951824,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
Agorà - Rende,0.0,0.7215548964723566,0.5046728971962616,0.3636363636363636,0.5130059307194987,0.1570930473255923,0.6228787205563165,0.24999999999999997,0.2717515751547425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1
Apollonia - Nalles,1.0,0.4493244037477528,0.5327102803738317,0.27272727272727276,0.25092533566202574,0.8933391420987629,0.5696675908631851,0.41666666666666663,0.7259883077852471,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
Casa & Putia - Messina,0.0,0.2997823555329987,0.514018691588785,0.3636363636363636,0.21804957175667544,0.2556453607255371,0.3522527299212489,0.29166666666666663,0.3144540022267161,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
CUCINA.eat - Cagliari,0.0,0.24044857146372572,0.44859813084112143,0.7272727272727273,0.20343837727908742,0.7653686296047866,0.3836371544364515,0.16666666666666666,0.32481294812485234,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
DaGorini - Bagno di Romagna,1.0,0.7593530361217488,0.5420560747663551,0.45454545454545453,0.4892196842043082,0.5263645137184794,0.7148508565831616,0.24999999999999997,0.5525703062066125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
Hostaria Santa Lucia - Jesi,0.14479105356091826,0.639943673836498,0.43925233644859807,0.3636363636363636,0.3660701321903364,0.7473980178237212,0.538514476995724,0.29166666666666663,0.9400306748265252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
I Sapori di Marianna - Maratea,0.0,0.6408508333614928,0.5794392523364486,0.27272727272727276,0.5530316098032813,0.19840075107218072,0.5469110958566974,0.20833333333333334,0.7602210377695668,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
Le Rocche - Osteria in Treiso - Treiso,1.0,0.6279423752674339,0.49532710280373826,0.27272727272727276,0.5015157714282034,0.024057304024099474,0.5439377787752507,0.08333333333333334,0.6086306785105542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
La Madia - Brione,1.0,0.6309351403324281,0.36448598130841114,0.27272727272727276,0.3989007192013007,0.5837328455097528,0.38508985941251184,0.33333333333333337,0.6733295807817119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
Dina - Gussago,1.0,0.607130194571699,0.7757009345794391,0.5454545454545454,0.6663937136902968,0.33545293077585747,0.2627073595544567,0.24999999999999997,0.8491276081430932,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1
Sottovoce del Vista Lago di Como - Como,1.0,0.6303768444098625,0.33644859813084105,0.18181818181818182,0.2744413862755989,0.37876764684230735,0.5695490886856454,0.375,0.34011543823952667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1
CasaLeali - Puegnago del Garda,1.0,0.7750791259901251,0.3177570093457943,0.18181818181818182,0.36449460470762823,0.06433633529037561,0.35425591687189617,0.7916666666666666,0.3925156234522916,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
Da Lucio - Rimini,1.0,0.8083055730406496,0.5420560747663551,0.3636363636363636,0.6063983587114075,0.15198109382630062,0.6851866194708504,0.24999999999999997,0.7019231523161917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
Due Camini a Borgo Egnazia - Fasano,0.0,0.7561781113983039,0.5514018691588785,0.3636363636363636,0.6171491108054227,0.4412495129857942,0.36575775374227726,0.5,0.9970288851862219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
Lunasia dell’Hotel Plaza e de Russie - Viareggio,0.14479105356091826,0.7323149932658554,0.3738317757009345,0.18181818181818182,0.33358648523036244,0.08356146086871455,0.6791222989344371,0.04166666666666666,0.34326993071093886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
San Domenico - Imola,1.0,0.6469274622593358,0.9532710280373831,0.8181818181818181,0.7918889452793167,0.9514413100977654,0.535136434746621,0.16666666666666666,0.5521019787390433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
Villa Maiella - Guardiagrele,0.0,0.7966062592998032,0.7757009345794391,0.5454545454545454,0.6614068927375152,0.2109842462216943,0.4354821639024463,0.16666666666666666,0.6534134394188891,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0
Eaté by The Sense Experience Resort - Follonica,0.14479105356091826,0.7169273387025846,0.5607476635514018,0.45454545454545453,0.5403141465227558,0.5048857358042975,0.044740272625297006,0.12499999999999997,0.38139727472807744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1
Bu:r - Milan,1.0,0.6809604840346172,0.5233644859813084,0.45454545454545453,0.47880716395597805,0.11792598375597815,0.34032031679704877,0.5,0.583874842029654,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1
Bottega Culinaria - San Vito Chietino,0.0,0.8434217423286032,0.36448598130841114,0.27272727272727276,0.5070906854033411,0.30343801847876706,0.6792504666416942,0.45833333333333337,0.7901372653000116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
Da Lincosta - L'Aquila,0.0,0.5483617688534465,0.616822429906542,0.3636363636363636,0.5218036518900925,0.9476915017274523,0.9744768547297656,0.45833333333333337,0.5855971349852056,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
Arso - Orvieto,0.14479105356091826,0.6695817927326301,0.3177570093457943,0.18181818181818182,0.30456169693175034,0.03989360004138698,0.665817282372808,0.24999999999999997,0.3642144391172251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
Molino Trattoria Moderna - Calenzano,0.14479105356091826,0.6129523765836169,0.4579439252336448,0.27272727272727276,0.45576761086698375,0.297266291978479,0.40232609484720383,0.45833333333333337,0.5932432339803817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
Contrada San Savino - Civitanova Marche,0.14479105356091826,0.3798904495919158,0.46728971962616817,0.8181818181818181,0.2128666176167694,0.39012527476841596,0.1534446388801285,0.625,0.4380107698520553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
Futura - Rome,0.14479105356091826,0.869952109824389,0.14953271028037382,0.0,0.29065587285663524,0.8532098662783112,0.4146168181471963,0.41666666666666663,0.5664104547673319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
CiPASSO - Rome,0.14479105356091826,0.7066873970641391,0.28971962616822433,0.18181818181818182,0.2995826767434853,0.4244573738271522,0.530038412260053,0.7083333333333334,0.1519339252572185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
Bar San Calisto - Rome,0.14479105356091826,0.07695014577203772,0.16822429906542055,0.3636363636363636,0.08201865176790761,0.7246374700481739,0.4717262281827752,0.7916666666666666,0.3487931607632125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Trecaffè - Via dei due Macelli - Rome,0.14479105356091826,0.2634775913259322,0.41121495327102797,0.45454545454545453,0.1814373853086354,0.8593708757613419,0.36129522632497946,0.5,0.4848749156180459,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
Cantina e Cucina - Rome,0.14479105356091826,0.7789126118981652,0.42056074766355134,0.27272727272727276,0.3721232413378622,0.14480000791355127,0.4258910054624283,0.6666666666666666,0.31475012682740383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
The Race Club - Rome,0.14479105356091826,0.019108020974623732,0.19626168224299065,0.5454545454545454,0.0336101290149904,0.43702477115652283,0.47044118305228255,0.24999999999999997,0.68108817891453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1
La Casa del Caffè Tazza d'Oro - Rome,0.14479105356091826,0.49218054343222256,0.25233644859813087,0.3636363636363636,0.20995008379672375,0.6620871269631453,0.4348245078675623,0.375,0.3922844862452904,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
Tonnarello San Pietro - Rome,0.14479105356091826,0.6222331082569967,0.5981308411214953,0.45454545454545453,0.3734285420643408,0.341385230471698,0.33604909017088813,0.375,0.18626785234033083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1
The Basement - Pub. Cocktail Bar. Events - Rome,0.14479105356091826,0.3600286796128333,0.17757009345794392,0.18181818181818182,0.11579689319089849,0.430159872557495,0.44973253917950884,0.625,0.7305049993088386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Danesi Caffè - Rome,0.14479105356091826,0.29169137695737807,0.41121495327102797,0.45454545454545453,0.23059347369385702,0.38359783498896616,0.5322603016752855,0.7916666666666666,0.7695699014811874,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1
Ambrosia Rooftop Restaurant & Bar - Rome,0.14479105356091826,0.5602117014400453,0.7663551401869158,0.6363636363636365,0.5267134464557959,0.21799368854221632,0.8659032488751187,0.33333333333333337,0.9256258543497802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
La Botticella of Poggi Giovanni - Rome,0.14479105356091826,0.04547131094263569,0.16822429906542055,0.45454545454545453,0.07773202157139088,0.503598213286761,0.4839178244434783,0.5833333333333334,0.7020224602342029,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
Caffè Antica Roma - Rome,0.14479105356091826,0.2513279567038473,0.3551401869158878,0.5454545454545454,0.17528108372607532,0.4966555442932047,0.011152951409198475,0.7083333333333334,0.6229541371249583,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
La locanda del tempio - Rome,0.14479105356091826,0.9061798585862243,0.46728971962616817,0.45454545454545453,0.5553140178488966,0.290177255322163,0.606092414850213,0.33333333333333337,0.23748441495085343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
Sapphire Bar Roma - Rome,0.14479105356091826,0.009081532533254652,0.14018691588785046,0.3636363636363636,0.015026365258067775,0.17407913210093243,0.4676861301173203,0.375,0.7903773850958484,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
Faro - Caffè Specialty - Rome,0.14479105356091826,0.37148009277300753,0.5794392523364486,0.6363636363636365,0.35631739872894996,0.17652985085847858,0.8676154744183392,0.5416666666666666,0.25252401235630245,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1
Achille Al Pantheon di Habana - Rome,0.14479105356091826,0.7605781195237238,0.8037383177570092,0.7272727272727273,0.7902606765521843,0.8283346564322134,0.9557892395978463,0.5416666666666666,0.5421903662424712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
L'immagine Bistrot Ristorante - Milan,1.0,0.26792233597457393,0.26168224299065423,0.45454545454545453,0.15670699209870276,0.4248913340173508,0.7644275513883191,0.41666666666666663,0.3214540129500936,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0
Monkey Cocktail Bar - Milan,1.0,0.0588479820603703,0.16822429906542055,0.5454545454545454,0.09688934856006719,0.5862776106651679,0.4664888500929105,0.5,0.620977560806949,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0
Orsonero Coffee - Milan,1.0,0.2964438278024956,0.28971962616822433,0.45454545454545453,0.132263649133795,0.08959960504122724,0.2367359316227533,0.45833333333333337,0.3490349888845988,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
Gloria Osteria Milano - Milan,1.0,0.9231595695385376,0.4579439252336448,0.3636363636363636,0.5997596577829085,0.7989094144886182,0.3607295190664157,0.625,0.34881065847004084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
Zizania via Celestino - Milan,1.0,0.0,0.205607476635514,0.5454545454545454,0.06018729361370305,0.4756553135831939,0.43798746667909705,0.5833333333333334,0.7517951618477208,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
Crazy Cat Café - Milan,1.0,0.34221438354194406,0.07476635514018692,0.18181818181818182,0.04436347467351534,0.036217183743976256,0.4304155562451528,0.5833333333333334,0.3425567456493472,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
Trattoria Trippa - Milan,1.0,0.5934429668795134,0.8411214953271027,0.6363636363636365,0.5589551827340392,0.41342405784305414,0.6831297947959779,0.16666666666666666,0.7145654100205567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
The Doping Bar - Milan,1.0,0.0,0.21495327102803738,0.5454545454545454,0.04680979754558377,0.6688729592832979,0.7360398583746263,0.29166666666666663,0.42376091663691134,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
Debbie's - Milan,1.0,0.3817263709505035,0.5700934579439252,0.8181818181818181,0.39518483969721685,0.21292046509854948,0.723625854476538,0.5,0.7699596058555511,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0
Ribot Restaurant - Milan,1.0,0.9606392336609278,0.49532710280373826,0.3636363636363636,0.6626805909752209,0.11796943420614739,0.046764477372894964,0.45833333333333337,0.6974677125814681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
Backdoor 43 - Milan,1.0,0.03653695821543036,0.18691588785046728,0.45454545454545453,0.05487472266916878,0.11212632682315135,0.6031741360520725,0.6666666666666666,0.20689299050104587,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1
Caffè Napoli Giardino - Milan,1.0,0.2775442930804627,0.46728971962616817,0.5454545454545454,0.22111812088802218,0.3047692651763164,0.45395818908399577,0.33333333333333337,0.9533567924165522,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
Via Pasteria - Corso Italia - Milan,1.0,0.7001863390749243,0.08411214953271029,0.0,0.1456867211866688,0.31451748585811656,0.1300268002095113,0.8333333333333334,0.7292891401932882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1
Raboucer - Milan,1.0,0.0627516507403313,0.21495327102803738,0.6363636363636365,0.11759677897314984,0.24505453495933846,0.5712043557992812,0.5833333333333334,0.32263701393921723,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0
Antica Bruschetteria Pautasso - Torino,1.0,0.5010924557174854,0.46728971962616817,0.6363636363636365,0.3206510682092862,0.1827684607358042,0.7331883130258606,0.6666666666666666,0.3589600651414005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0
Antica Locanda dell’Orco - Rivarolo Canavese,1.0,0.6148564686364337,0.9065420560747663,0.7272727272727273,0.6820796092339776,0.4032533462269329,0.7225955152388762,0.41666666666666663,0.7300403077905409,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1
